,reaction_id,description,EC_number,reaction_elemental_balance,new_reaction_enter_db,reaction_equation,reaction,reaction_formula,old_database_dG0prime (kcal/mol),old_database_reaction_type,old_database_elemental_balance,Jankowski_drG0_prime(kcal/mol)_pH7_I0_1M,Jankowski_SE(dGr)(kcal/mol),Jankowski_Reason,pH_7.0_dG0_prime (kJ/mol),pH_7.0_dG0_prime (kcal/mol),pH_7.0_dG0_std (kJ/mol),pH_7.0_dG0_std (kcal/mol),pH_7.0_sqrt_Sigma (kJ/mol),dG_cannot_estimate_by_component_contribution,pH_7.0_dG_prime_lo (kJ/mol),pH_7.0_dG_prime_up (kJ/mol),rxntype_curated,rxntype_from_dG,reaction_type,lower_bound (mmol/gDW h),upper_bound (mmol/gDW h),specific_activity,reversed_specific_activity
264,R00409,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)",4.1.3.30,All balanced,1,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate <=> Pyruvate + Succinate",C04593 <=> C00022 + C00042,C7H10O7 <=> C3H4O3 + C4H6O4,13.8,1.0,All balanced,4.98,0.449096,0,9.34687746,2.23395979420476,3.01324458416,0.72018274,3.013241258,0,-53.43773353,32.17764509,,1,1,-1000,1000,0.6367652277230481,1862.795006831312
265,R00410,succinyl-CoA:acetoacetate CoA-transferase,2.8.3.5,All balanced,1,Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA,C00091 + C00164 <=> C00042 + C00332,C25H40N7O19P3S + C4H6O3 <=> C4H6O4 + C25H40N7O18P3S,3.6,1.0,All balanced,0,2,0,11.15843961,2.66693401742766,0.660535330872,0.157871733,0.660534603,0,-45.91847947,68.23535869,,1,1,-1000,1000,10.65401812826437,880.0338964485276
266,R00411,N-succinyl-L-glutamate amidohydrolase,3.5.1.96,All balanced,1,N-Succinyl-L-glutamate + H2O <=> L-Glutamate + Succinate,C05931 + C00001 <=> C00025 + C00042,C9H13NO7 + H2O <=> C5H9NO4 + C4H6O4,-1.7,1.0,All balanced,-0.463,0.848213,0,-2.525911902,-0.603708100049412,3.563461813776,0.851687814,3.563457881,0,-65.31052289,20.30485573,,1,1,-1000,1000,3.221196536678081,1.406932639297586
267,R00414,UDP-N-acetyl-D-glucosamine 2-epimerase,3.2.1.183;5.1.3.14,All balanced,1,UDP-N-acetyl-alpha-D-glucosamine + H2O <=> N-Acetyl-D-mannosamine + UDP,C00043 + C00001 <=> C00645 + C00015,C17H27N3O17P2 + H2O <=> C8H15NO6 + C9H14N2O12P2,-29.1,0.0,All balanced,-4.813,0.694983,0,-23.29160576,-5.56683352627456,3.389593451152,0.810132278,3.38958971,0,-86.07621675,-0.460838131,,0,0,0,1000,0.0,0
268,R00416,UTP:N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase,2.7.7.23,All balanced,1,UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate <=> Diphosphate + UDP-N-acetyl-alpha-D-glucosamine,C00075 + C04501 <=> C00013 + C00043,C9H15N2O15P3 + C8H16NO9P <=> H4P2O7 + C17H27N3O17P2,0.5,1.0,All balanced,1.07,0.746895,0,-3.542542088,-0.846688814284528,2.934486261016,0.701359049,2.934483022,0,-60.61946117,53.53437699,,1,1,-1000,1000,13.77499199711227,50.96707310414887
269,R00418,UDP-N-acetyl-D-glucosamine 4-epimerase,5.1.3.2;5.1.3.7,All balanced,1,UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-D-galactosamine,C00043 <=> C00203,C17H27N3O17P2 <=> C17H27N3O17P2,0.0,1.0,All balanced,0,2,0,0.0291025,0.006955672115,2.684281408336,0.641558654,2.684278446,0,-28.50935704,28.56756204,,1,1,-1000,1000,5.718455788610046,5.718455788610046
270,R00420,UDP-N-acetyl-D-glucosamine 2-epimerase,5.1.3.14,All balanced,1,UDP-N-acetyl-alpha-D-glucosamine <=> UDP-N-acetyl-D-mannosamine,C00043 <=> C01170,C17H27N3O17P2 <=> C17H27N3O17P2,0.0,1.0,All balanced,0,2,0,0.0291025,0.006955672115,2.684281408336,0.641558654,2.684278446,0,-28.50935704,28.56756204,,1,1,-1000,1000,1.421565668949294,1.421565668949294
271,R00421,UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase,1.1.1.136,All balanced,1,UDP-N-acetyl-alpha-D-glucosamine + 2 NAD+ + H2O <=> UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate + 2 NADH + 2 H+,C00043 + 2 C00003 + C00001 <=> C04573 + 2 C00004 + 2 C00080,C17H27N3O17P2 + 2 C21H28N7O14P2 + H2O <=> C17H25N3O18P2 + 2 C21H29N7O14P2 + 2 H,-27.2,1.0,COPNS balanced. H (1.0),-4.583,2.15919,0,-17.00704755,-4.0647864067353,2.990543907232,0.714757148,2.990540606,0,-102.6224262,68.60833107,,1,1,-1000,1000,41.00000000000001,0.02427503767098729
272,R00424,"GTP 7,8-8,9-dihydrolase",3.5.4.16,All balanced,1,"GTP + H2O <=> 7,8-Dihydroneopterin 3'-triphosphate + Formate",C00044 + C00001 <=> C04895 + C00058,C10H16N5O14P3 + H2O <=> C9H16N5O13P3 + CH2O2,-124.0,0.0,All balanced,-16.893,1.79172,0,-92.42325626,-22.0897127856776,6.113856439656,1.461246759,6.113849689,0,-155.2078672,-69.59248863,,0,0,0,1000,1.059412815813098,4.320042857739182e-13
273,R00425,"GTP 7,8-8,9-dihydrolase (diphosphate-forming)",3.5.4.25,All balanced,1,"GTP + 3 H2O <=> Formate + 2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + Diphosphate",C00044 + 3 C00001 <=> C00058 + C01304 + C00013,C10H16N5O14P3 + 3 H2O <=> CH2O2 + C9H16N5O8P + H4P2O7,-7.1,0.0,All balanced,-18.539,2.79153,0,-62.9344922,-15.0417212427532,5.463851487848,1.305891847,5.463845457,0,-159.9652546,-45.81141648,,0,0,0,1000,0.0944173247342406,2.389316434561237e-15
274,R00426,GTP diphosphohydrolase (diphosphate-forming); Guanosine 5'-triphosphate pyrophosphohydrolase,3.6.1.8;3.6.1.19,All balanced,1,GTP + H2O <=> GMP + Diphosphate,C00044 + C00001 <=> C00144 + C00013,C10H16N5O14P3 + H2O <=> C10H14N5O8P + H4P2O7,-37.4,0.0,All balanced,-8.243,0.748021,0,-31.12738042,-7.43963068466252,1.888217158688,0.451294732,1.888215074,0,-93.91199141,-8.296612791,,0,0,0,1000,4.894360763946204,7.796603107039896e-06
275,R00428,"GTP 8,9-hydrolase",3.5.4.16,All balanced,1,GTP + H2O <=> Formamidopyrimidine nucleoside triphosphate,C00044 + C00001 <=> C05922,C10H16N5O14P3 + H2O <=> C10H18N5O15P3,116.9,2.0,All balanced,-9.793,2.46318,0,8.323743936,1.98942474316762,2.960140599272,0.707490583,2.960137332,0,-20.2147156,36.86220348,,1,1,-1000,1000,1.059412815813098,
276,R00429,ATP:GTP 3'-diphosphotransferase,2.7.6.5,All balanced,1,ATP + GTP <=> AMP + Guanosine 3'-diphosphate 5'-triphosphate,C00002 + C00044 <=> C00020 + C04494,C10H16N5O13P3 + C10H16N5O14P3 <=> C10H14N5O7P + C10H18N5O20P5,-20.3,1.0,All balanced,-4.5,0.23673,0,-5.457196326,-1.30430266509196,8.09114472,1.93383,8.091135788,0,-62.53411541,51.61972275,,1,1,-1000,1000,0.02223071542219593,1.113234318111318e-05
277,R00430,GTP:pyruvate 2-O-phosphotransferase,2.7.1.40,All balanced,1,GTP + Pyruvate <=> GDP + Phosphoenolpyruvate,C00044 + C00022 <=> C00035 + C00074,C10H16N5O14P3 + C3H4O3 <=> C10H15N5O11P2 + C3H5O6P,31.3,2.0,All balanced,4.61,0.654305,0,30.1451439,7.2048702629634,1.410632290456,0.337149209,1.410630734,0,-26.93177518,87.22206298,2.0,1,2,-1000,0,71.47061740556188,1479063.239659021
278,R00431,GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming); GTP:oxaloacetate carboxy-lyase (transphosphorylating),4.1.1.32,All balanced,1,GTP + Oxaloacetate <=> GDP + Phosphoenolpyruvate + CO2,C00044 + C00036 <=> C00035 + C00074 + C00011,C10H16N5O14P3 + C4H4O5 <=> C10H15N5O11P2 + C3H5O6P + CO2,13.5,1.0,All balanced,-0.29,0.82841,0,12.81669378,3.06326671358268,3.410176178912,0.815051668,3.410172412,0,-78.50637675,64.18592095,,1,1,-1000,1000,9.007545912499873,18.21874392024048
279,R00432,Succinate:CoA ligase (GDP-forming),6.2.1.4,All balanced,1,GTP + Succinate + CoA <=> GDP + Orthophosphate + Succinyl-CoA,C00044 + C00042 + C00010 <=> C00035 + C00009 + C00091,C10H16N5O14P3 + C4H6O4 + C21H36N7O16P3S <=> C10H15N5O11P2 + H3PO4 + C25H40N7O19P3S,-4.8,1.0,All balanced,-1.06,1.21342,0,0.61543977,0.14709379766862,0.47249589832,0.11292923,0.472495377,0,-84.99993885,86.23081839,,1,1,-1000,1000,7.058764791625956,8.453025875545862
280,R00434,"GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)",4.6.1.1;4.6.1.2,All balanced,1,"GTP <=> 3',5'-Cyclic GMP + Diphosphate",C00044 <=> C00942 + C00013,C10H16N5O14P3 <=> C10H12N5O7P + H4P2O7,11.4,1.0,All balanced,1.05,2.1824,0,6.932164504,1.65682890944302,3.026367850784,0.723319276,3.026364509,0,-55.85244648,29.76293214,,1,1,-1000,1000,11.87995481271696,69.9681494795794
281,R00445,"L-lysine:NAD+ oxidoreductase (deaminating, cyclizing)",1.4.1.15,All balanced,1,L-Lysine + NAD+ <=> delta1-Piperideine-2-carboxylate + Ammonia + NADH + H+,C00047 + C00003 <=> C04092 + C00014 + C00004 + C00080,C6H14N2O2 + C21H28N7O14P2 <=> C6H9NO2 + NH3 + C21H29N7O14P2 + H,1000000.0,1.0,COPNS balanced. H (1.0),-6.25,1.97627,0,21.59024702,5.16019857926212,8.840061297872,2.112825358,8.840051537,0,-69.7328235,72.95947419,,1,1,-1000,1000,0.01024091664618029,9.616818021465919e-06
282,R00446,L-lysine:NAD+ 6-oxidoreductase (deaminating),1.4.1.18,All balanced,1,L-Lysine + NAD+ + H2O <=> L-2-Aminoadipate 6-semialdehyde + NADH + Ammonia + H+,C00047 + C00003 + C00001 <=> C04076 + C00004 + C00014 + C00080,C6H14N2O2 + C21H28N7O14P2 + H2O <=> C6H11NO3 + C21H29N7O14P2 + NH3 + H,37.0,1.0,All balanced,7.687,1.29115,0,35.96276611,8.59531687688666,2.225436475272,0.531892083,2.22543402,0,-55.36030442,87.33199328,,1,1,-1000,1000,7.62957966604985,6990614.748584596
283,R00447,L-lysine:oxygen 2-oxidoreductase (deaminating),1.4.3.14,All balanced,1,L-Lysine + Oxygen + H2O <=> 6-Amino-2-oxohexanoate + Ammonia + Hydrogen peroxide,C00047 + C00007 + C00001 <=> C03239 + C00014 + C00027,C6H14N2O2 + O2 + H2O <=> C6H11NO3 + NH3 + H2O2,-102.6,0.0,All balanced,-23.0227,1.06194,0,-104.7405637,-25.0336231676822,4.703978101816,1.124277749,4.703972909,0,-196.0636342,-53.37133655,,0,0,0,1000,24.87566319096081,1.838719992536339e-16
284,R00448,"L-lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)",1.14.13.59,All balanced,1,L-Lysine + Oxygen + NADPH + H+ <=> N6-Hydroxy-L-lysine + NADP+ + H2O,C00047 + C00007 + C00005 + C00080 <=> C01028 + C00006 + C00001,C6H14N2O2 + O2 + C21H30N7O17P3 + H <=> C6H14N2O3 + C21H29N7O17P3 + H2O,1000000.0,1.0,COPNS balanced. H (1.0),-90.6267,1.38332,0,-220.5257349,-52.7069737955094,100000.11048368,23900.60002,100000.0001,1,0.0,0.0,,1,1,-1000,1000,0.029942462079624,1.021690495606682e-68
285,R00449,L-Lysine:oxygen 2-oxidoreductase (decarboxylating),1.13.12.2,All balanced,1,L-Lysine + Oxygen <=> 5-Aminopentanamide + CO2 + H2O,C00047 + C00007 <=> C00990 + C00011 + C00001,C6H14N2O2 + O2 <=> C5H12N2O + CO2 + H2O,-452.0,0.0,All balanced,-109.257,1.04269,0,-469.6570706,-112.250857815824,4.88131868236,1.166663165,4.881313294,0,-526.7339896,-412.5801515,,0,0,0,1000,0.8251768223123079,2.92891415821168e-81
286,R00451,"meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming)",4.1.1.20,All balanced,1,"meso-2,6-Diaminoheptanedioate <=> L-Lysine + CO2",C00680 <=> C00047 + C00011,C7H14N2O4 <=> C6H14N2O2 + CO2,-19.9,0.0,All balanced,-3.09,0.5417,0,-17.27987206,-4.12999310157236,3.709601226848,0.886615972,3.709597129,0,-80.06448304,5.550895574,,1,1,-1000,1000,0.2231569758321657,0.001035113354765503
287,R00452,N2-(D-1-carboxylethyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming),1.5.1.16,All balanced,1,D-Lysopine + NADP+ + H2O <=> L-Lysine + Pyruvate + NADPH + H+,C04020 + C00006 + C00001 <=> C00047 + C00022 + C00005 + C00080,C9H18N2O4 + C21H29N7O17P3 + H2O <=> C6H14N2O2 + C3H4O3 + C21H30N7O17P3 + H,27.3,1.0,All balanced,9.207,1.51055,0,39.35886628,9.40700519411768,3.111992017512,0.743783943,3.111988582,0,-51.96420425,90.72809345,,1,1,-1000,1000,1.045,6732048.014547942
288,R00453,L-Lysine:pyruvate aminotransferase,2.6.1.71,All balanced,1,L-Lysine + Pyruvate <=> L-2-Aminoadipate 6-semialdehyde + L-Alanine,C00047 + C00022 <=> C04076 + C00041,C6H14N2O2 + C3H4O3 <=> C6H11NO3 + C3H7NO2,11.0,1.0,All balanced,-1,0.351998,0,-1.753314899,-0.419052780750394,2.263339264328,0.540951067,2.263336765,0,-58.83023398,55.32360418,,1,1,-1000,1000,2.4,0.4721128197772012
289,R00454,acetyl-CoA:L-lysine N6-acetyltransferase,2.3.1.-,All balanced,1,L-Lysine + Acetyl-CoA <=> N6-Acetyl-L-lysine + CoA,C00047 + C00024 <=> C02727 + C00010,C6H14N2O2 + C23H38N7O17P3S <=> C8H16N2O3 + C21H36N7O16P3S,-21.7,1.0,All balanced,-5.294,1.25997,0,-24.56687266,-5.87162996697596,2.15636542172,0.515383705,2.156363042,0,-81.64379174,32.51004642,,1,1,-1000,1000,0.0,
290,R00457,L-Lysine:2-oxoglutarate 6-aminotransferase,2.6.1.36,All balanced,1,L-Lysine + 2-Oxoglutarate <=> L-2-Aminoadipate 6-semialdehyde + L-Glutamate,C00047 + C00026 <=> C04076 + C00025,C6H14N2O2 + C5H6O5 <=> C6H11NO3 + C5H9NO4,12.2,1.0,All balanced,-1,0.351998,0,-1.973031065,-0.47156626272139,2.223284606416,0.531377774,2.22328215,0,-59.04995014,55.10388801,,1,1,-1000,1000,0.907399680308235,0.1774800867975704
291,R00458,N6-acetyl-L-lysine amidohydrolase,3.5.1.17,All balanced,1,N6-Acetyl-L-lysine + H2O <=> Acetate + L-Lysine,C02727 + C00001 <=> C00033 + C00047,C8H16N2O3 + H2O <=> C2H4O2 + C6H14N2O2,-5.3,0.0,All balanced,-2.003,0.984391,0,-5.406820094,-1.29226244338656,2.17909862088,0.52081707,2.179096215,0,-68.19143108,17.42394754,0.0,1,0,0,1000,29.49576240750524,1.436047799077425
292,R00460,lysine racemase,5.1.1.5;5.1.1.9,All balanced,1,L-Lysine <=> D-Lysine,C00047 <=> C00739,C6H14N2O2 <=> C6H14N2O2,0.0,1.0,All balanced,0,2,0,0.000178078,4.2561710468e-05,2.960141092984,0.707490701,2.960137826,0,-28.53828146,28.53863762,,1,1,-1000,1000,38.04204940291272,38.04204940291272
293,R00461,"L-Lysine 2,3-aminomutase",5.4.3.2,All balanced,1,"L-Lysine <=> (3S)-3,6-Diaminohexanoate",C00047 <=> C01142,C6H14N2O2 <=> C6H14N2O2,0.0,1.0,All balanced,0,2,0,-4.589913348,-1.09701682965209,2.093135838848,0.500271472,2.09313353,0,-33.12837289,23.94854619,,1,1,-1000,1000,14.99453546696083,3.355020063811772
294,R00462,L-lysine carboxy-lyase (cadaverine-forming),4.1.1.18,All balanced,1,L-Lysine <=> Cadaverine + CO2,C00047 <=> C01672 + C00011,C6H14N2O2 <=> C5H14N2 + CO2,-21.1,0.0,All balanced,-3.09,0.5417,0,-25.28388485,-6.0430001824591,3.538114443048,0.845629647,3.538110539,0,-88.06849583,-2.453117216,,0,0,0,1000,52.12366184115118,0.2041479455224979
295,R00463,"L-Lysine-1,6-lactam lactamhydrolase",3.5.2.11,All balanced,1,"L-Lysine 1,6-lactam + H2O <=> L-Lysine",C02837 + C00001 <=> C00047,C6H12N2O + H2O <=> C6H14N2O2,-8.5,1.0,All balanced,-0.443,1.39989,0,18.13367811,4.33405787035866,4.033757354864,0.964091146,4.033752902,0,-10.40478143,46.67213765,,1,1,-1000,1000,3.221196536678081,16.13101534982968
296,R00465,glycolate:NADP+ oxidoreductase,1.1.1.79,All balanced,1,Glycolate + NADP+ <=> Glyoxylate + NADPH + H+,C00160 + C00006 <=> C00048 + C00005 + C00080,C2H4O3 + C21H29N7O17P3 <=> C2H2O3 + C21H30N7O17P3 + H,18.8,1.0,All balanced,7.68,1.08537,0,45.57217922,10.8920242666553,0.925287077096,0.221148919,0.925286054,0,-11.50473986,102.6490983,,1,1,-1000,1000,4.15431732484654,195532637.7553429
297,R00466,Glyoxylate:oxygen oxidoreductase,1.2.3.5,All balanced,1,Glyoxylate + Oxygen + H2O <=> Oxalate + Hydrogen peroxide,C00048 + C00007 + C00001 <=> C00209 + C00027,C2H2O3 + O2 + H2O <=> C2H2O4 + H2O2,-176.3,0.0,All balanced,-38.7727,1.03572,0,-156.8867752,-37.4968805934512,5.392905341224,1.288935311,5.392899389,0,-213.9636943,-99.80985612,,0,0,0,1000,2.019956151657456,1.005845249186178e-28
298,R00468,Glyoxylate:NADP+ oxidoreductase (CoA-oxalylating),1.2.1.17,All balanced,1,Glyoxylate + CoA + NADP+ <=> Oxalyl-CoA + NADPH + H+,C00048 + C00010 + C00006 <=> C00313 + C00005 + C00080,C2H2O3 + C21H36N7O16P3S + C21H29N7O17P3 <=> C23H36N7O19P3S + C21H30N7O17P3 + H,-24.6,1.0,All balanced,-4.046,1.52188,0,-7.43577175,-1.7771940628805,1.32381534064,0.31639946,1.32381388,0,-58.80499892,83.88729878,,1,1,-1000,1000,0.2635987979671245,0.007675656234243062
299,R00469,(S)-ureidoglycolate amidohydrolase (decarboxylating),3.5.1.116,All balanced,1,(-)-Ureidoglycolate + H2O <=> Glyoxylate + 2 Ammonia + CO2,C00603 + C00001 <=> C00048 + 2 C00014 + C00011,C3H6N2O4 + H2O <=> C2H2O3 + 2 NH3 + CO2,-15.7,0.0,All balanced,-1.513,1.57838,0,-24.83442977,-5.93557772160862,4.905179544832,1.172366048,4.90517413,0,-156.1113436,-13.41904595,,0,0,0,1000,3.228159393964094,0.02287440547609766
300,R00470,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming),4.1.3.16;4.1.3.42,All balanced,1,4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate,C01127 <=> C00022 + C00048,C5H6O6 <=> C3H4O3 + C2H2O3,10.4,1.0,All balanced,3.21,0.34534,0,17.8257203,4.2604541060218,1.534228437048,0.366689397,1.534226741,0,-44.95889068,40.65648793,,1,1,-1000,1000,3.148858389227605,992.2694286756965
301,R00471,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming),4.1.3.16,All balanced,1,(4R)-4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate,C05946 <=> C00022 + C00048,C5H6O6 <=> C3H4O3 + C2H2O3,10.4,1.0,All balanced,3.21,0.34534,0,15.3679192,3.6730248963152,2.233112730368,0.533726752,2.233110266,0,-47.41669179,38.19868683,,1,1,-1000,1000,3.02004988103839,737.6984168362885
302,R00472,"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming); L-Malate glyoxylate-lyase (CoA-acetylating)",2.3.3.9,All balanced,1,(S)-Malate + CoA <=> Acetyl-CoA + H2O + Glyoxylate,C00149 + C00010 <=> C00024 + C00001 + C00048,C4H6O5 + C21H36N7O16P3S <=> C23H38N7O17P3S + H2O + C2H2O3,37.5,2.0,All balanced,8.967,1.25569,0,32.69727827,7.81484569019962,2.103315515032,0.502704473,2.103313191,0,-24.37964081,89.77419735,2.0,1,2,-1000,0,10.76174505650175,12120819.5346116
303,R00473,L-malyl-CoA glyoxylate-lyase (acetyl-CoA-forming),4.1.3.24,All balanced,1,L-Malyl-CoA <=> Acetyl-CoA + Glyoxylate,C04348 <=> C00024 + C00048,C25H40N7O20P3S <=> C23H38N7O17P3S + C2H2O3,14.1,0.0,All balanced,3.21,0.34534,0,12.95532042,3.09639931230252,2.960141092984,0.707490701,2.960137826,0,-49.82929056,35.78608806,0.0,1,0,0,1000,4.896192329038764,1095.743966554736
304,R00474,2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating); 2-Hydroxy-3-oxoadipate glyoxylate-lyase (carboxylating),2.2.1.5,All balanced,1,2-Hydroxy-3-oxoadipate + CO2 <=> 2-Oxoglutarate + Glyoxylate,C03217 + C00011 <=> C00026 + C00048,C6H8O6 + CO2 <=> C5H6O5 + C2H2O3,28.2,1.0,All balanced,10.57,0.680043,0,28.02873989,6.69903700614934,3.919663348416,0.936822024,3.919659022,0,-29.04817919,85.10565897,,1,1,-1000,1000,2.395405280280497,61643551.03218842
305,R00475,glycolate:oxygen 2-oxidoreductase,1.1.3.15,All balanced,1,Glycolate + Oxygen <=> Glyoxylate + Hydrogen peroxide,C00160 + C00007 <=> C00048 + C00027,C2H4O3 + O2 <=> C2H2O3 + H2O2,-109.4,0.0,All balanced,-24.0297,0.764179,0,-88.83964447,-21.2332080661968,4.30685703044,1.029363535,4.306852277,0,-145.9165635,-31.76272539,,0,0,0,1000,4.825183373161353,2.090279228804083e-17
306,R00477,3-oxalomalate glyoxylate-lyase (oxaloacetate-forming),4.1.3.13,All balanced,1,3-Oxalomalate <=> Oxaloacetate + Glyoxylate,C01990 <=> C00036 + C00048,C6H6O8 <=> C4H4O5 + C2H2O3,3.5,1.0,All balanced,5.02,0.421433,0,18.38122843,4.39322388214058,3.71177725412,0.887136055,3.711773155,0,-44.40338255,41.21199607,,1,1,-1000,1000,1.455622895145211,6601.327605892963
307,R00478,erythro-3-hydroxy-Ls-aspartate glyoxylate-lyase (glycine-forming),4.1.3.14,All balanced,1,erythro-3-Hydroxy-Ls-aspartate <=> Glycine + Glyoxylate,C03961 <=> C00037 + C00048,C4H7NO5 <=> C2H5NO2 + C2H2O3,9.6,1.0,All balanced,5.02,0.421433,0,1.427114788,0.341088997020728,2.731706910264,0.652893621,2.731703894,0,-61.3574962,24.25788242,,1,1,-1000,1000,1.455622895145211,3263.619200410456
308,R00479,isocitrate glyoxylate-lyase (succinate-forming),4.1.3.1,All balanced,1,Isocitrate <=> Succinate + Glyoxylate,C00311 <=> C00042 + C00048,C6H8O7 <=> C4H6O4 + C2H2O3,12.0,1.0,All balanced,5.02,0.421433,0,8.631444061,2.06296691924337,1.364540559864,0.326133021,1.364539052,0,-54.15316693,31.46221169,0.0,1,0,0,1000,1.450691050736111,1560.487730333115
309,R00480,ATP:L-aspartate 4-phosphotransferase,2.7.2.4,All balanced,1,ATP + L-Aspartate <=> ADP + 4-Phospho-L-aspartate,C00002 + C00049 <=> C00008 + C03082,C10H16N5O13P3 + C4H7NO4 <=> C10H15N5O10P2 + C4H8NO7P,10.3,0.0,All balanced,2.63,0.290389,0,18.43291265,4.4055767208259,2.960141092984,0.707490701,2.960137826,0,-38.64400643,75.50983172,0.0,1,0,0,1000,0.576558822912674,55.49126339933757
310,R00481,L-aspartate:oxygen oxidoreductase,1.4.3.16,All balanced,1,L-Aspartate + Oxygen <=> Iminoaspartate + Hydrogen peroxide,C00049 + C00007 <=> C05840 + C00027,C4H7NO4 + O2 <=> C4H5NO4 + H2O2,-76.5,0.0,All balanced,-53.3497,1.83472,0,-69.11584701,-16.5191021304721,4.794807298432,1.145986448,4.794802004,0,-126.1927661,-12.03892793,,0,0,0,1000,3.2,1.534663621804883e-28
311,R00482,L-Aspartate:ammonia ligase (ADP-forming),6.3.1.4,All balanced,1,ATP + L-Aspartate + Ammonia <=> ADP + Orthophosphate + L-Asparagine,C00002 + C00049 + C00014 <=> C00008 + C00009 + C00152,C10H16N5O13P3 + C4H7NO4 + NH3 <=> C10H15N5O10P2 + H3PO4 + C4H8N2O3,-2.7,0.0,All balanced,-2.094,0.888971,0,-10.02462797,-2.39594623259782,3.574935044688,0.854429982,3.574931097,0,-95.64000659,75.59075065,0.0,1,0,0,1000,0.05829999999999999,0.001520867351933626
312,R00483,L-aspartate:ammonia ligase (AMP-forming),6.3.1.1;6.3.5.4,All balanced,1,ATP + L-Aspartate + Ammonia <=> AMP + Diphosphate + L-Asparagine,C00002 + C00049 + C00014 <=> C00020 + C00013 + C00152,C10H16N5O13P3 + C4H7NO4 + NH3 <=> C10H14N5O7P + H4P2O7 + C4H8N2O3,-11.9,0.0,All balanced,-3.52,0.913741,0,-18.0816557,-4.3216242022342,3.603564717392,0.861272638,3.603560737,0,-103.6970343,67.53372292,0.0,1,0,0,1000,0.6096838728315466,0.001176559103623445
313,R00484,N-Carbamoyl-L-aspartate amidohydrolase,3.5.1.7,All balanced,1,N-Carbamoyl-L-aspartate + H2O <=> L-Aspartate + CO2 + Ammonia,C00438 + C00001 <=> C00049 + C00011 + C00014,C5H8N2O5 + H2O <=> C4H7NO4 + CO2 + NH3,6.1,0.0,All balanced,2.727,1.29616,0,-31.44004468,-7.51435931878808,4.996153625,1.194109375,4.996148111,0,-128.4708071,-14.31696896,,0,0,0,1000,4.941589910352552,8.521609306988488
314,R00485,L-Asparagine amidohydrolase,3.5.1.1;3.5.1.38;3.5.5.4,All balanced,1,L-Asparagine + H2O <=> L-Aspartate + Ammonia,C00152 + C00001 <=> C00049 + C00014,C4H8N2O3 + H2O <=> C4H7NO4 + NH3,-25.5,0.0,All balanced,-4.723,0.88056,0,-16.37288715,-3.9132182661729,3.5668072816,0.8524874,3.566803345,0,-79.15749814,6.457880479,,1,1,-1000,1000,6.370822429575669,0.002938188550627581
315,R00486,3-Cyano-L-alanine aminohydrolase,3.5.5.4,All balanced,1,3-Cyano-L-alanine + 2 H2O <=> L-Aspartate + Ammonia,C02512 + 2 C00001 <=> C00049 + C00014,C4H6N2O2 + 2 H2O <=> C4H7NO4 + NH3,1000000.0,1.0,All balanced,1.804,5.0478,0,-2.074798551,-0.495889302480306,70710.75629024,16900.27636,70710.67825,1,0.0,0.0,,1,1,-1000,1000,5.778480154157798,121.5889272415524
316,R00487,acetyl-CoA:L-aspartate N-acetyltransferase,2.3.1.17,All balanced,1,Acetyl-CoA + L-Aspartate <=> CoA + N-Acetyl-L-aspartate,C00024 + C00049 <=> C00010 + C01042,C23H38N7O17P3S + C4H7NO4 <=> C21H36N7O16P3S + C6H9NO5,-24.2,0.0,All balanced,-5.294,1.25997,0,-17.85319765,-4.2670213575359,2.413599260512,0.576864068,2.413596598,0,-74.93011673,39.22372143,0.0,1,0,0,1000,0.6415538382281706,0.0002185792500168083
